"","State","County","Days.with.AQI","Good.Days","Moderate.Days","Unhealthy.for.Sensitive.Groups.Days","Unhealthy.Days","Very.Unhealthy.Days","Hazardous.Days","Max.AQI","X90th.Percentile.AQI","Median.AQI","Days.CO","Days.NO2","Days.Ozone","Days.SO2","Days.PM2.5","Days.PM10"
"612","NY","Westchester County",365,330,34,1,0,0,0,105,50,36,0,0,292,0,73,0
"613","NC","Alexander County",305,274,31,0,0,0,0,80,51,39,0,0,245,0,0,60
"614","NC","Avery County",363,335,28,0,0,0,0,77,49,40,0,0,361,0,2,0
"615","NC","Beaufort County",352,352,0,0,0,0,0,39,6,0,0,0,0,352,0,0
"616","NC","Brunswick County",351,325,24,2,0,0,0,119,46,0,0,0,0,351,0,0
"617","NC","Buncombe County",365,328,37,0,0,0,0,84,51,38,0,0,197,7,161,0
"618","NC","Caldwell County",304,275,29,0,0,0,0,74,50,39,0,0,243,61,0,0
"619","NC","Carteret County",259,239,20,0,0,0,0,80,50,37,0,0,259,0,0,0
"620","NC","Caswell County",245,236,9,0,0,0,0,64,47,39,0,0,245,0,0,0
"621","NC","Catawba County",361,298,63,0,0,0,0,71,54,33,0,0,0,0,361,0
"622","NC","Cumberland County",363,282,81,0,0,0,0,84,58,41,0,0,206,0,153,4
"623","NC","Davidson County",350,272,78,0,0,0,0,91,56,35,0,0,0,0,350,0
"624","NC","Durham County",364,293,71,0,0,0,0,87,56,42,0,0,203,0,161,0
"625","NC","Edgecombe County",363,325,38,0,0,0,0,71,51,36,0,0,200,0,163,0
"626","NC","Forsyth County",365,236,129,0,0,0,0,97,64,45,0,12,180,0,173,0
"627","NC","Graham County",245,191,54,0,0,0,0,97,61,44,0,0,245,0,0,0
"628","NC","Granville County",240,195,45,0,0,0,0,87,64,44,0,0,240,0,0,0
"629","NC","Guilford County",365,293,72,0,0,0,0,90,61,42,0,0,222,0,117,26
"630","NC","Haywood County",364,296,66,2,0,0,0,108,61,43,0,0,244,102,18,0
"631","NC","Hyde County",102,100,2,0,0,0,0,59,31,18,0,0,0,0,102,0
"632","NC","Jackson County",103,100,3,0,0,0,0,62,45,26,0,0,0,0,103,0
"633","NC","Johnston County",363,294,69,0,0,0,0,87,55,40,0,0,166,0,197,0
"634","NC","Lenoir County",237,205,32,0,0,0,0,87,54,42,0,0,237,0,0,0
"635","NC","Lincoln County",243,178,65,0,0,0,0,97,64,44,0,0,243,0,0,0
"636","NC","Macon County",358,343,15,0,0,0,0,87,46,33,0,0,358,0,0,0
"637","NC","Martin County",356,322,34,0,0,0,0,74,50,36,0,0,237,61,0,58
"638","NC","Mecklenburg County",365,234,121,10,0,0,0,136,71,45,0,2,217,0,146,0
"639","NC","Mitchell County",333,325,8,0,0,0,0,59,40,22,0,0,0,0,333,0
"640","NC","Montgomery County",365,308,57,0,0,0,0,71,53,39,0,0,248,0,117,0
"641","NC","New Hanover County",348,319,29,0,0,0,0,80,50,34,0,0,222,0,126,0
"642","NC","Northampton County",153,138,15,0,0,0,0,71,49,32,0,11,0,0,142,0
"643","NC","Person County",362,314,48,0,0,0,0,92,51,39,0,0,240,122,0,0
"644","NC","Pitt County",352,308,44,0,0,0,0,87,52,38,0,0,208,0,144,0
"645","NC","Rockingham County",245,207,38,0,0,0,0,84,58,44,0,0,245,0,0,0
"646","NC","Rowan County",365,289,76,0,0,0,0,100,64,43,0,0,325,0,40,0
"647","NC","Swain County",362,323,39,0,0,0,0,90,51,37,0,0,182,0,180,0
"648","NC","Union County",235,175,57,3,0,0,0,105,64,45,0,0,235,0,0,0
"649","NC","Wake County",365,245,120,0,0,0,0,93,61,46,1,1,175,0,188,0
"650","NC","Yancey County",244,191,53,0,0,0,0,87,64,45,0,0,244,0,0,0
"651","ND","Billings County",365,354,11,0,0,0,0,84,45,33,0,0,327,0,38,0
"652","ND","Burke County",365,354,11,0,0,0,0,67,45,32,0,1,324,3,36,1
"653","ND","Burleigh County",365,331,34,0,0,0,0,90,49,31,0,10,212,0,135,8
"654","ND","Cass County",363,327,34,1,1,0,0,156,50,33,0,9,264,0,88,2
"655","ND","Dunn County",365,348,17,0,0,0,0,87,46,34,0,0,339,0,26,0
"656","ND","McKenzie County",365,353,12,0,0,0,0,77,46,34,0,1,338,0,25,1
"657","ND","Mercer County",365,341,24,0,0,0,0,71,48,35,0,0,270,6,89,0
"658","ND","Oliver County",365,339,26,0,0,0,0,84,48,34,0,0,342,0,23,0
"659","ND","Ward County",364,347,17,0,0,0,0,87,44,29,0,7,262,0,91,4
"660","ND","Williams County",365,309,53,3,0,0,0,128,56,34,0,0,253,56,55,1
"661","OH","Adams County",365,361,4,0,0,0,0,61,36,20,0,0,0,41,324,0
"662","OH","Allen County",364,303,61,0,0,0,0,97,56,39,0,0,214,32,118,0
"663","OH","Ashtabula County",358,334,23,1,0,0,0,112,47,34,0,0,245,113,0,0
"664","OH","Athens County",120,116,4,0,0,0,0,56,43,25,0,0,0,0,120,0
"665","OH","Belmont County",365,349,16,0,0,0,0,66,38,15,14,251,0,1,90,9
"666","OH","Butler County",365,247,105,13,0,0,0,147,78,44,0,0,275,27,58,5
"667","OH","Clark County",365,220,143,2,0,0,0,105,64,45,0,0,157,3,205,0
"668","OH","Clermont County",358,287,67,4,0,0,0,140,58,40,0,0,213,0,145,0
"669","OH","Clinton County",244,203,41,0,0,0,0,100,58,43,0,0,244,0,0,0
"670","OH","Columbiana County",350,350,0,0,0,0,0,26,11,1,0,0,0,288,0,62
"671","OH","Cuyahoga County",365,188,173,4,0,0,0,108,70,50,0,3,133,2,214,13
"672","OH","Delaware County",241,214,27,0,0,0,0,84,51,41,0,0,241,0,0,0
"673","OH","Fayette County",355,332,23,0,0,0,0,74,48,38,0,0,355,0,0,0
"674","OH","Franklin County",365,244,120,1,0,0,0,101,65,46,0,5,174,0,185,1
"675","OH","Gallia County",365,337,26,2,0,0,0,117,46,6,0,0,0,365,0,0
"676","OH","Geauga County",230,189,39,2,0,0,0,119,61,42,0,0,230,0,0,0
"677","OH","Greene County",243,213,30,0,0,0,0,90,54,41,0,0,243,0,0,0
"678","OH","Hamilton County",365,162,197,6,0,0,0,119,77,52,0,7,152,0,206,0
"679","OH","Harrison County",293,290,3,0,0,0,0,59,30,2,236,0,0,0,55,2
"680","OH","Jefferson County",365,232,131,2,0,0,0,123,63,45,0,0,119,7,239,0
"681","OH","Knox County",245,218,27,0,0,0,0,93,51,41,0,0,245,0,0,0
"682","OH","Lake County",365,317,43,5,0,0,0,115,54,37,0,0,231,1,133,0
"683","OH","Lawrence County",365,328,37,0,0,0,0,77,51,39,0,0,197,0,168,0
"684","OH","Licking County",245,223,22,0,0,0,0,80,50,41,0,0,245,0,0,0
"685","OH","Lorain County",362,313,49,0,0,0,0,72,52,38,0,0,204,0,158,0
"686","OH","Lucas County",365,293,71,1,0,0,0,143,61,40,0,0,200,15,150,0
"687","OH","Madison County",245,209,36,0,0,0,0,93,54,42,0,0,245,0,0,0
"688","OH","Mahoning County",365,308,57,0,0,0,0,84,54,39,0,0,177,5,183,0
"689","OH","Medina County",353,304,49,0,0,0,0,78,53,38,0,0,163,0,190,0
"690","OH","Miami County",241,226,15,0,0,0,0,77,49,40,0,0,241,0,0,0
"691","OH","Montgomery County",365,229,136,0,0,0,0,94,64,45,0,0,168,0,195,2
"692","OH","Morgan County",351,351,0,0,0,0,0,29,10,1,0,0,0,351,0,0
"693","OH","Noble County",361,336,25,0,0,0,0,87,49,37,0,0,341,0,20,0
"694","OH","Portage County",270,252,18,0,0,0,0,87,49,37,0,0,214,0,56,0
"695","OH","Preble County",364,266,98,0,0,0,0,93,60,43,0,0,219,0,145,0
"696","OH","Scioto County",365,356,9,0,0,0,0,78,37,14,0,0,0,52,103,210
"697","OH","Stark County",365,226,139,0,0,0,0,100,67,46,0,0,164,0,201,0
"698","OH","Summit County",365,279,83,3,0,0,0,115,61,42,0,0,170,2,193,0
"699","OH","Trumbull County",362,295,67,0,0,0,0,100,58,40,0,0,208,0,154,0
"700","OH","Warren County",360,284,73,3,0,0,0,122,63,43,0,0,199,0,161,0
"701","OH","Washington County",245,219,26,0,0,0,0,87,51,41,0,0,245,0,0,0
"702","OH","Wood County",244,225,19,0,0,0,0,87,49,38,0,0,244,0,0,0
"703","OK","Adair County",365,338,27,0,0,0,0,86,49,37,1,0,262,0,98,4
"704","OK","Canadian County",355,306,48,1,0,0,0,105,54,37,0,0,355,0,0,0
"705","OK","Carter County",365,285,80,0,0,0,0,97,58,43,0,0,218,0,147,0
"706","OK","Choctaw County",252,238,14,0,0,0,0,90,47,37,0,0,252,0,0,0
"707","OK","Cleveland County",365,231,134,0,0,0,0,90,64,45,0,0,192,0,173,0
"708","OK","Comanche County",365,285,80,0,0,0,0,97,62,43,0,0,224,0,141,0
"709","OK","Creek County",356,331,24,1,0,0,0,101,48,36,0,0,356,0,0,0
"710","OK","Custer County",236,235,1,0,0,0,0,58,26,14,0,0,0,0,0,236
"711","OK","Dewey County",365,293,72,0,0,0,0,93,58,42,0,0,240,0,125,0
"712","OK","Garfield County",345,339,6,0,0,0,0,74,13,0,0,0,0,345,0,0
"713","OK","Grant County",27,27,0,0,0,0,0,32,31,16,0,0,0,0,27,0
"714","OK","Johnston County",141,128,13,0,0,0,0,67,50,40,0,0,141,0,0,0
"715","OK","Kay County",365,292,72,1,0,0,0,106,57,40,0,0,139,4,222,0
"716","OK","Le Flore County",38,35,3,0,0,0,0,79,48,28,0,0,0,0,34,4
"717","OK","Mayes County",365,351,14,0,0,0,0,100,46,32,0,0,296,69,0,0
"718","OK","Muskogee County",286,269,15,1,1,0,0,169,35,5,0,0,0,152,0,134
"719","OK","Nowata County",365,287,77,1,0,0,0,118,56,41,0,0,229,0,136,0
"720","OK","Oklahoma County",365,227,137,1,0,0,0,119,70,46,0,5,204,0,155,1
"721","OK","Osage County",354,311,43,0,0,0,0,90,51,38,0,0,354,0,0,0
"722","OK","Ottawa County",363,289,73,1,0,0,0,104,57,38,0,0,80,0,251,32
"723","OK","Pittsburg County",365,272,91,2,0,0,0,105,59,43,0,0,238,0,127,0
"724","OK","Sequoyah County",361,325,36,0,0,0,0,67,50,36,0,18,201,0,142,0
"725","OK","Tulsa County",365,256,108,1,0,0,0,105,65,44,0,3,225,0,137,0
"726","OR","Baker County",360,328,32,0,0,0,0,64,49,23,0,0,0,0,360,0
"727","OR","Benton County",365,332,33,0,0,0,0,85,49,17,0,0,0,0,365,0
"728","OR","Clackamas County",225,217,7,1,0,0,0,101,44,30,0,0,143,0,82,0
"729","OR","Columbia County",363,355,8,0,0,0,0,84,38,24,0,0,141,0,222,0
"730","OR","Coos County",107,106,1,0,0,0,0,58,35,19,0,0,0,0,107,0
"731","OR","Crook County",365,296,68,1,0,0,0,103,59,23,0,0,0,0,365,0
"732","OR","Deschutes County",365,341,19,4,1,0,0,153,43,20,0,0,0,0,365,0
"733","OR","Douglas County",347,288,59,0,0,0,0,80,59,24,0,0,0,0,347,0
"734","OR","Grant County",349,255,93,1,0,0,0,103,60,30,0,0,0,0,349,0
"735","OR","Harney County",364,264,95,5,0,0,0,131,66,33,0,0,0,0,363,1
"736","OR","Jackson County",365,295,63,3,4,0,0,180,61,36,0,0,141,0,224,0
"737","OR","Jefferson County",365,291,72,2,0,0,0,122,61,22,0,0,0,0,365,0
"738","OR","Josephine County",365,283,77,3,2,0,0,169,64,26,0,0,0,0,365,0
"739","OR","Klamath County",365,261,98,6,0,0,0,126,75,29,0,0,0,0,361,4
"740","OR","Lake County",363,311,51,1,0,0,0,106,56,19,0,0,0,0,363,0
"741","OR","Lane County",365,254,103,8,0,0,0,117,75,38,0,0,107,0,248,10
"742","OR","Linn County",365,280,83,2,0,0,0,104,62,28,0,0,0,0,365,0
"743","OR","Marion County",356,302,54,0,0,0,0,92,59,32,0,0,138,0,218,0
"744","OR","Multnomah County",365,321,44,0,0,0,0,89,52,34,0,11,228,0,126,0
"745","OR","Umatilla County",365,296,68,1,0,0,0,104,58,37,0,0,150,0,215,0
"746","OR","Union County",365,344,21,0,0,0,0,86,43,20,0,0,0,0,362,3
"747","OR","Wallowa County",363,333,29,1,0,0,0,103,48,22,0,0,0,0,363,0
"748","OR","Wasco County",350,298,52,0,0,0,0,88,57,23,0,0,0,0,350,0
"749","OR","Washington County",365,310,54,1,0,0,0,102,57,32,0,13,165,0,186,1
"750","PA","Adams County",365,288,77,0,0,0,0,85,59,42,0,0,266,0,99,0
"751","PA","Allegheny County",365,138,212,11,4,0,0,161,81,55,0,0,98,24,243,0
"752","PA","Armstrong County",365,323,42,0,0,0,0,71,51,37,0,0,246,0,119,0
"753","PA","Beaver County",365,248,116,1,0,0,0,132,64,45,0,0,231,0,134,0
"754","PA","Berks County",365,279,80,5,1,0,0,165,63,42,0,0,242,0,123,0
"755","PA","Blair County",354,281,73,0,0,0,0,92,60,41,0,0,211,2,141,0
"756","PA","Bradford County",352,314,38,0,0,0,0,75,52,36,0,0,242,0,110,0
"757","PA","Bucks County",357,318,36,3,0,0,0,136,54,35,0,0,357,0,0,0
"758","PA","Cambria County",365,296,69,0,0,0,0,88,57,39,2,4,189,0,170,0
"759","PA","Centre County",365,267,98,0,0,0,0,99,62,44,0,0,203,0,162,0
"760","PA","Chester County",364,266,96,2,0,0,0,115,64,43,0,0,257,0,107,0
"761","PA","Clearfield County",359,357,2,0,0,0,0,61,44,33,0,0,359,0,0,0
"762","PA","Cumberland County",365,268,92,5,0,0,0,150,64,38,0,0,0,0,365,0
"763","PA","Dauphin County",365,286,75,3,1,0,0,158,64,41,0,0,237,0,127,1
"764","PA","Delaware County",365,240,118,7,0,0,0,133,71,44,0,6,208,0,151,0
"765","PA","Elk County",357,345,12,0,0,0,0,80,46,35,0,0,357,0,0,0
"766","PA","Erie County",364,322,42,0,0,0,0,93,51,36,2,7,245,0,110,0
"767","PA","Fayette County",360,313,47,0,0,0,0,72,54,39,0,0,271,0,89,0
"768","PA","Franklin County",341,324,17,0,0,0,0,80,48,36,0,0,341,0,0,0
"769","PA","Greene County",349,329,20,0,0,0,0,71,48,35,0,0,257,0,92,0
"770","PA","Indiana County",364,337,27,0,0,0,0,93,49,38,0,0,348,16,0,0
"771","PA","Lackawanna County",365,333,32,0,0,0,0,80,49,37,0,22,290,0,53,0
"772","PA","Lancaster County",365,238,117,9,1,0,0,157,72,45,0,0,198,0,167,0
"773","PA","Lawrence County",361,356,5,0,0,0,0,74,43,31,0,0,361,0,0,0
"774","PA","Lebanon County",360,278,78,4,0,0,0,142,62,42,0,0,219,0,141,0
"775","PA","Lehigh County",360,293,64,3,0,0,0,119,61,38,0,0,247,0,111,2
"776","PA","Luzerne County",361,350,11,0,0,0,0,77,45,34,0,0,351,1,0,9
"777","PA","Lycoming County",361,340,21,0,0,0,0,74,46,35,0,0,299,0,62,0
"778","PA","Mercer County",365,290,75,0,0,0,0,95,57,41,0,0,259,0,106,0
"779","PA","Monroe County",349,340,9,0,0,0,0,80,45,34,0,0,349,0,0,0
"780","PA","Montgomery County",362,302,59,1,0,0,0,129,58,35,0,0,238,0,124,0
"781","PA","Northampton County",363,286,74,3,0,0,0,114,62,40,0,2,242,0,119,0
"782","PA","Philadelphia County",365,244,115,6,0,0,0,140,71,44,0,30,206,0,129,0
"783","PA","Somerset County",359,340,19,0,0,0,0,80,48,36,0,0,359,0,0,0
"784","PA","Susquehanna County",352,328,24,0,0,0,0,76,46,24,0,0,0,0,352,0
"785","PA","Tioga County",361,342,19,0,0,0,0,74,47,36,0,3,288,0,70,0
"786","PA","Warren County",365,357,6,2,0,0,0,120,27,9,0,0,0,365,0,0
"787","PA","Washington County",365,252,113,0,0,0,0,94,64,44,0,0,205,0,160,0
"788","PA","Westmoreland County",354,319,35,0,0,0,0,93,50,38,0,0,278,0,76,0
"789","PA","Wyoming County",27,19,8,0,0,0,0,85,63,29,0,0,0,0,27,0
"790","PA","York County",365,299,66,0,0,0,0,93,56,41,0,21,232,1,111,0
"791","RI","Kent County",351,328,23,0,0,0,0,93,48,32,0,0,201,0,150,0
"792","RI","Providence County",365,298,67,0,0,0,0,90,58,43,0,13,248,0,103,1
"793","RI","Washington County",352,322,28,2,0,0,0,126,49,36,0,0,208,0,144,0
"794","SC","Aiken County",265,230,35,0,0,0,0,97,58,39,0,0,265,0,0,0
"795","SC","Anderson County",225,175,49,1,0,0,0,108,67,43,0,0,225,0,0,0
"796","SC","Berkeley County",216,189,27,0,0,0,0,100,54,36,0,0,216,0,0,0
"797","SC","Charleston County",357,305,51,1,0,0,0,140,52,37,0,0,223,0,133,1
"798","SC","Chesterfield County",364,281,83,0,0,0,0,90,61,39,0,0,265,0,99,0
"799","SC","Colleton County",7,7,0,0,0,0,0,32,32,29,0,0,5,0,2,0
"800","SC","Darlington County",282,227,55,0,0,0,0,100,61,41,0,0,282,0,0,0
"801","SC","Edgefield County",365,299,66,0,0,0,0,88,58,39,0,0,227,0,138,0
"802","SC","Florence County",361,323,38,0,0,0,0,70,51,30,0,0,0,0,361,0
"803","SC","Georgetown County",92,91,1,0,0,0,0,52,25,14,0,0,0,0,0,92
"804","SC","Greenville County",365,237,127,1,0,0,0,101,67,45,0,3,234,0,127,1
"805","SC","Horry County",261,205,56,0,0,0,0,97,64,41,0,0,261,0,0,0
"806","SC","Lexington County",365,309,56,0,0,0,0,66,53,33,0,0,0,0,359,6
"807","SC","Oconee County",365,308,56,1,0,0,0,105,54,41,0,0,272,50,43,0
"808","SC","Pickens County",251,175,76,0,0,0,0,93,71,45,0,0,251,0,0,0
"809","SC","Richland County",365,282,81,2,0,0,0,136,65,42,0,0,283,0,82,0
"810","SC","Spartanburg County",357,249,106,2,0,0,0,105,65,44,0,0,221,0,136,0
"811","SC","York County",365,262,95,8,0,0,0,133,68,44,0,0,250,0,115,0
"812","SD","Brookings County",365,284,76,5,0,0,0,126,64,42,0,0,329,0,23,13
"813","SD","Brown County",122,112,10,0,0,0,0,77,42,20,0,0,0,0,111,11
"814","SD","Codington County",361,325,36,0,0,0,0,83,50,25,0,0,0,0,278,83
"815","SD","Custer County",362,355,7,0,0,0,0,84,48,39,0,0,356,0,5,1
"816","SD","Hughes County",356,350,6,0,0,0,0,65,28,11,0,0,0,0,356,0
"817","SD","Jackson County",365,349,16,0,0,0,0,61,48,38,0,2,350,0,13,0
"818","SD","Meade County",365,358,7,0,0,0,0,80,44,36,0,0,361,0,0,4
"819","SD","Minnehaha County",365,321,43,1,0,0,0,105,52,36,0,9,307,0,47,2
"820","SD","Pennington County",361,278,79,4,0,0,0,117,61,30,0,20,0,0,115,226
"821","SD","Union County",364,327,37,0,0,0,0,97,51,35,0,2,267,0,82,13
"822","TN","Anderson County",365,308,55,2,0,0,0,105,61,35,0,0,234,131,0,0
"823","TN","Blount County",365,305,59,1,0,0,0,101,54,41,0,0,310,0,55,0
"824","TN","Claiborne County",346,325,21,0,0,0,0,80,47,35,0,0,346,0,0,0
"825","TN","Davidson County",365,248,116,1,0,0,0,101,62,45,0,26,132,0,207,0
"826","TN","DeKalb County",363,335,28,0,0,0,0,80,49,37,0,0,363,0,0,0
"827","TN","Dyer County",360,341,19,0,0,0,0,62,45,26,0,0,0,0,360,0
"828","TN","Hamilton County",365,243,122,0,0,0,0,97,64,45,0,0,191,0,174,0
"829","TN","Jefferson County",234,197,37,0,0,0,0,93,58,44,0,0,234,0,0,0
"830","TN","Knox County",364,269,95,0,0,0,0,84,59,42,0,0,180,0,180,4
"831","TN","Lawrence County",330,306,24,0,0,0,0,62,47,27,0,0,0,0,330,0
"832","TN","Loudon County",365,313,52,0,0,0,0,93,54,37,0,0,151,0,214,0
"833","TN","Madison County",362,330,32,0,0,0,0,60,49,27,0,0,0,0,362,0
"834","TN","Maury County",362,352,10,0,0,0,0,61,42,23,0,0,0,0,362,0
"835","TN","McMinn County",357,316,41,0,0,0,0,65,51,30,0,0,0,0,357,0
"836","TN","Montgomery County",362,339,23,0,0,0,0,63,46,26,0,0,0,0,362,0
"837","TN","Putnam County",360,351,9,0,0,0,0,63,45,25,0,0,0,0,360,0
"838","TN","Roane County",356,338,18,0,0,0,0,71,46,28,0,0,0,0,356,0
"839","TN","Sevier County",364,287,77,0,0,0,0,90,61,44,0,0,364,0,0,0
"840","TN","Shelby County",365,239,122,4,0,0,0,148,64,44,0,7,200,0,157,1
"841","TN","Sullivan County",365,237,107,21,0,0,0,121,77,45,0,0,159,129,77,0
"842","TN","Sumner County",357,284,73,0,0,0,0,93,60,40,0,0,200,0,157,0
"843","TN","Williamson County",245,215,30,0,0,0,0,84,51,42,0,0,245,0,0,0
"844","TN","Wilson County",231,205,26,0,0,0,0,80,51,40,0,0,231,0,0,0
"845","TX","Bell County",365,284,79,2,0,0,0,105,58,42,0,1,265,0,99,0
"846","TX","Bexar County",365,196,163,5,1,0,0,169,71,49,0,3,161,0,200,1
"847","TX","Bowie County",349,254,94,1,0,0,0,109,58,39,0,0,0,0,349,0
"848","TX","Brazoria County",365,325,33,6,1,0,0,161,51,33,0,5,360,0,0,0
"849","TX","Brewster County",362,310,52,0,0,0,0,93,54,40,0,0,308,0,54,0
"850","TX","Cameron County",365,236,129,0,0,0,0,89,62,44,0,0,128,0,237,0
"851","TX","Collin County",365,309,48,7,1,0,0,156,58,40,0,0,365,0,0,0
"852","TX","Culberson County",176,158,16,2,0,0,0,108,51,34,0,0,103,0,73,0
"853","TX","Dallas County",365,227,132,6,0,0,0,143,72,45,0,20,199,0,146,0
"854","TX","Denton County",365,280,73,12,0,0,0,133,67,43,0,6,287,0,72,0
"855","TX","Ector County",354,319,35,0,0,0,0,80,50,28,0,0,0,0,354,0
"856","TX","El Paso County",365,147,205,11,2,0,0,157,84,53,0,21,204,0,137,3
"857","TX","Ellis County",365,300,65,0,0,0,0,97,56,40,0,6,269,0,90,0
"858","TX","Freestone County",357,357,0,0,0,0,0,31,1,0,0,0,0,357,0,0
"859","TX","Galveston County",365,293,64,8,0,0,0,136,61,39,0,3,261,3,97,1
"860","TX","Gregg County",362,322,39,1,0,0,0,112,51,35,0,2,343,17,0,0
"861","TX","Harris County",365,179,159,22,4,1,0,202,93,51,0,22,154,2,184,3
"862","TX","Harrison County",364,296,67,1,0,0,0,113,54,38,0,0,202,35,127,0
"863","TX","Hidalgo County",365,243,120,2,0,0,0,106,66,42,0,0,132,0,232,1
"864","TX","Hood County",357,325,31,1,0,0,0,133,50,35,0,0,357,0,0,0
"865","TX","Howard County",334,294,36,4,0,0,0,115,54,11,0,0,0,334,0,0
"866","TX","Hunt County",364,345,19,0,0,0,0,97,47,35,0,3,361,0,0,0
"867","TX","Hutchinson County",359,221,57,79,2,0,0,162,117,19,0,0,0,359,0,0
"868","TX","Jefferson County",365,249,109,6,1,0,0,174,65,43,0,0,202,15,148,0
"869","TX","Johnson County",352,298,47,7,0,0,0,143,61,38,0,0,352,0,0,0
"870","TX","Kaufman County",365,320,45,0,0,0,0,93,52,39,0,1,288,0,76,0
"871","TX","Kleberg County",284,234,50,0,0,0,0,87,56,30,0,0,0,0,284,0
"872","TX","Lubbock County",330,316,13,1,0,0,0,103,42,25,0,0,0,0,330,0
"873","TX","Maverick County",339,287,51,1,0,0,0,104,54,25,0,0,0,0,339,0
"874","TX","McLennan County",365,329,36,0,0,0,0,87,50,38,1,0,321,0,43,0
"875","TX","Milam County",338,338,0,0,0,0,0,4,1,0,0,0,0,338,0,0
"876","TX","Montgomery County",365,306,54,5,0,0,0,143,58,38,0,2,284,0,79,0
"877","TX","Navarro County",365,275,80,7,3,0,0,193,67,41,0,2,225,67,71,0
"878","TX","Nueces County",365,262,102,1,0,0,0,107,62,42,0,0,171,1,193,0
"879","TX","Orange County",365,288,75,2,0,0,0,111,59,39,0,0,195,20,150,0
"880","TX","Parker County",363,317,46,0,0,0,0,100,54,37,0,0,363,0,0,0
"881","TX","Polk County",344,334,10,0,0,0,0,74,44,31,0,0,344,0,0,0
"882","TX","Potter County",365,322,35,8,0,0,0,119,55,22,0,0,0,110,255,0
"883","TX","Randall County",354,280,72,2,0,0,0,112,61,41,0,0,354,0,0,0
"884","TX","Robertson County",352,352,0,0,0,0,0,17,1,0,0,0,0,352,0,0
"885","TX","Rockwall County",323,305,16,2,0,0,0,105,47,34,0,0,323,0,0,0
"886","TX","Rusk County",358,316,34,8,0,0,0,129,57,9,0,0,0,358,0,0
"887","TX","Smith County",364,326,37,1,0,0,0,133,51,36,0,4,360,0,0,0
"888","TX","Tarrant County",365,234,117,14,0,0,0,147,74,44,0,16,216,0,133,0
"889","TX","Titus County",348,346,2,0,0,0,0,54,11,0,0,0,0,348,0,0
"890","TX","Travis County",365,249,114,2,0,0,0,115,63,44,0,7,178,0,180,0
"891","TX","Victoria County",341,319,22,0,0,0,0,87,48,31,0,0,341,0,0,0
"892","TX","Webb County",365,258,106,1,0,0,0,109,67,41,0,0,138,0,225,2
"893","UT","Box Elder County",364,313,49,2,0,0,0,121,54,40,0,66,275,0,23,0
"894","UT","Cache County",365,272,79,14,0,0,0,147,67,44,0,1,289,0,75,0
"895","UT","Carbon County",365,265,99,1,0,0,0,108,64,46,0,4,361,0,0,0
"896","UT","Davis County",365,265,94,6,0,0,0,119,73,44,0,41,270,0,54,0
"897","UT","Duchesne County",365,234,120,7,4,0,0,177,71,48,0,0,332,0,33,0
"898","UT","Garfield County",299,258,41,0,0,0,0,80,51,41,0,0,268,0,31,0
"899","UT","Iron County",365,329,36,0,0,0,0,84,50,42,0,20,323,0,22,0
"900","UT","Salt Lake County",365,172,177,16,0,0,0,136,88,51,0,35,243,0,82,5
"901","UT","San Juan County",362,299,63,0,0,0,0,93,58,44,0,0,362,0,0,0
"902","UT","Tooele County",365,302,61,2,0,0,0,117,61,43,0,1,312,0,52,0
"903","UT","Uintah County",365,223,125,12,4,1,0,205,77,49,0,0,343,0,22,0
"904","UT","Utah County",365,253,111,1,0,0,0,107,67,46,0,7,297,0,59,2
"905","UT","Washington County",365,291,74,0,0,0,0,93,61,44,0,0,355,0,10,0
"906","UT","Wayne County",109,109,0,0,0,0,0,20,16,9,0,0,0,0,109,0
"907","UT","Weber County",308,243,63,2,0,0,0,108,64,42,0,35,214,0,59,0
"908","VT","Bennington County",365,345,20,0,0,0,0,94,46,35,0,0,312,0,53,0
"909","VT","Chittenden County",365,335,30,0,0,0,0,80,49,37,0,0,283,0,82,0
"910","VT","Rutland County",365,322,43,0,0,0,0,88,53,36,0,1,237,0,126,1
"911","VT","Windham County",104,104,0,0,0,0,0,40,20,8,0,0,0,0,104,0
"912","VA","Albemarle County",282,264,18,0,0,0,0,67,48,40,0,0,233,0,49,0
"913","VA","Alexandria City",109,109,0,0,0,0,0,16,8,5,0,0,0,0,0,109
"914","VA","Arlington County",365,305,59,1,0,0,0,112,60,38,1,98,228,0,38,0
"915","VA","Botetourt County",355,353,2,0,0,0,0,71,16,0,0,0,0,355,0,0
"916","VA","Bristol City",117,113,4,0,0,0,0,68,45,26,0,0,0,0,117,0
"917","VA","Caroline County",239,229,10,0,0,0,0,84,48,39,0,0,239,0,0,0
"918","VA","Carroll County",61,61,0,0,0,0,0,18,15,9,0,0,0,0,0,61
"919","VA","Charles County",356,337,19,0,0,0,0,90,47,34,0,89,218,2,47,0
"920","VA","Chesterfield County",280,255,25,0,0,0,0,87,50,39,0,0,235,0,45,0
"921","VA","Covington City",364,357,5,2,0,0,0,121,29,7,0,0,0,364,0,0
"922","VA","Fairfax County",365,260,103,2,0,0,0,105,61,44,0,38,167,0,160,0
"923","VA","Fauquier County",233,229,4,0,0,0,0,64,45,37,0,0,233,0,0,0
"924","VA","Frederick County",365,333,32,0,0,0,0,96,49,38,0,0,203,0,162,0
"925","VA","Giles County",365,306,55,4,0,0,0,134,59,41,0,0,296,69,0,0
