"","State","County","FIPS","Population","Age.Adjusted.Rate","per_unhealthy_days","Median.AQI","Avg_Temperature","Total_Precipitation","UnempRate2019","MedHHInc","Deep_Pov_All","PovertyAllAgesPct","PerCapitaInc","AvgHHSize","PctEmpFIRE","PctEmpConstruction","PctEmpTrans","PctEmpMining","PctEmpTrade","PctEmpInformation","PctEmpAgriculture","PctEmpManufacturing","PctEmpServices","HispanicPct2010","NativeAmericanNonHispanicPct2010","WhiteNonHispanicPct2010","BlackNonHispanicPct2010","AsianNonHispanicPct2010","Ed1LessThanHSPct","Ed2HSDiplomaOnlyPct","Ed3SomeCollegePct","Ed4AssocDegreePct","Ed5CollegePlusPct","Net_International_Migration_Rate_2010_2019","per_gop","per_dem","per_point_diff"
"336","OR","Marion County",41047,347818,14.8,0,32,49.7,52.91,3.9,56408,6.436402433,14.5,26143,2.78,4.914656266,7.664657927,3.819040722,0.125573886,14.92933977,1.146110864,5.603651609,10.50900611,43.43394747,24.29,1.04,68.74,0.92,1.84,14.74147065,27.68089779,26.33766375,8.445004252,22.79496355,0.528,0.477255427887926,0.48855220075634,-0.0112967728684137
"337","OR","Multnomah County",41051,812855,18.5,0,34,51.3,48.21,3.3,70756,7.032066222,12,36868,2.42,6.007812246,4.728684691,4.789296944,0.041337092,13.79358393,2.30582017,0.806073301,9.404420747,54.64856505,10.9,0.75,72.12,5.43,6.46,8.705666228,17.29530755,22.06734969,7.393652471,44.53802405,3.37,0.17900008411354,0.792067014767318,-0.613066930653778
"338","OR","Washington County",41067,601592,14.9,0.00273972602739726,32,50.9,41.06,3.1,82819,4.003165188,8.8,37657,2.66,7.0306612,5.589070204,3.968193363,0.022244725,14.02513322,2.215176215,1.405069805,17.2791713,45.10499842,15.72,0.48,69.75,1.67,8.56,8.39500445,17.45139223,21.70487124,8.730360849,43.71837123,3.323,0.30928803781148,0.655394816530659,-0.34610677871918
"339","PA","Allegheny County",42003,1216045,14.6,0.0410958904109589,55,52.3,53.56,4.1,59881,5.713432931,11.7,36907,2.21,9.091243479,4.953190019,4.81277607,0.605635109,13.38490374,1.956519653,0.147450639,7.833435152,54.11934226,1.56,0.12,80.62,13.08,2.77,5.712555328,27.75631955,16.12246284,9.704993378,40.7036689,2.235,0.390332505518764,0.594314293598234,-0.20398178807947
"340","PA","Beaver County",42007,163929,13.5,0.00273972602739726,45,51.3,55.57,4.5,54823,4.561946041,11.2,30016,2.32,5.880757137,5.768543067,8.896972686,0.739872988,14.49041248,0.992662926,0.33664221,12.22886738,47.51710956,1.17,0.09,90.42,6.21,0.42,6.851218469,38.22557306,19.05317854,12.19538264,23.67464729,0.094,0.581787467329636,0.405027517477317,0.176759949852319
"341","PA","Berks County",42011,421164,16.4,0.0164383561643836,42,53.1,57.79,4.3,62519,5.808043889,11.4,30187,2.61,5.394628018,5.487180497,5.464534678,0.223996692,15.1820527,1.299673113,1.591607262,18.58877161,44.2730692,16.37,0.13,76.9,4.01,1.27,13.52848242,37.23891857,16.5657785,8.179930059,24.48689045,3.248,0.533891213389121,0.451955823683954,0.0819353897051669
"342","PA","Blair County",42013,121829,17.7,0,41,49.8,46.16,4.5,49244,6.245811997,14.4,26648,2.34,3.629010896,6.632878309,6.940152224,0.399102901,18.99977043,1.668815229,1.126671023,10.58329066,45.83149381,0.97,0.1,95.6,1.61,0.54,9.070471543,45.40432454,15.77080368,8.945073318,20.80932692,0.202,0.712414497995125,0.277317399166601,0.435097098828524
"343","PA","Bucks County",42017,628270,15.4,0.00840336134453781,35,53.9,54.21,3.8,88538,2.878369436,5.7,44103,2.6,7.634830169,6.614452874,4.091189603,0.09680425,15.49321765,2.156617175,0.392662238,11.51577304,48.81959318,4.28,0.12,86.88,3.43,3.82,6.144487409,28.79800416,16.71045481,7.882090873,40.46496275,1.091,0.472869566973051,0.516644205191882,-0.0437746382188303
"344","PA","Cambria County",42021,130192,17.2,0,39,48.2,49.31,5.3,45163,6.506282874,14.7,25779,2.24,4.634363386,5.988379194,6.349566401,1.10798974,14.3899077,1.568634294,0.570571095,9.479855525,50.47024131,1.4,0.08,93.31,3.53,0.5,8.692710448,44.91146988,15.04959977,9.920994285,21.42522562,0.26,0.681341570550061,0.307903760591719,0.373437809958342
"345","PA","Centre County",42027,162385,16.2,0,44,48.8,48.84,3.3,58258,12.48323929,18.1,29432,2.47,3.810218788,4.14250531,3.106553211,0.569447883,11.19740426,1.042467521,0.845701776,7.069232874,64.64862329,2.4,0.1,87.95,2.89,5.15,5.673250287,29.96435011,12.31765284,7.305154893,44.73959187,6.003,0.469358522705277,0.516885396100293,-0.0475268733950163
"346","PA","Chester County",42029,524989,10.8,0.00549450549450549,43,54,52.56,3.2,99224,3.196023713,6.7,48225,2.65,10.24563767,5.625680168,3.521324874,0.145102423,12.84970794,2.188751601,2.40899635,11.01482858,49.81936229,6.52,0.11,82.1,5.89,3.85,6.749068415,21.42217201,13.78003755,6.237481383,51.81124065,2.076,0.407169528080493,0.577578043597369,-0.170408515516876
"347","PA","Cumberland County",42041,253370,10.3,0.0136986301369863,38,53.5,52.57,3.4,71695,3.373318793,7.3,36012,2.37,8.140697933,4.966182961,6.683231194,0.214333344,15.19067729,1.417775379,0.832724732,8.085923856,45.80779856,2.74,0.12,89.43,3.07,2.99,7.67651651,32.92661771,15.68322443,7.899728214,35.81391314,2.133,0.545301740880681,0.439598855891804,0.105702884988877
"348","PA","Dauphin County",42043,278299,12.1,0.010958904109589,41,52.7,52.4,4,57979,6.232743956,13.2,32485,2.39,6.828261314,4.289819975,6.723951799,0.173606046,14.37137105,1.359670878,0.660870073,8.675925656,48.12534648,7.01,0.15,69.9,17.28,3.17,10.25319787,33.61530768,16.99899984,8.639785229,30.49270938,3.411,0.450627001791434,0.535957602736008,-0.0853306009445741
"349","PA","Delaware County",42045,566747,13.8,0.0191780821917808,44,55.6,49.36,4,71961,4.748307992,8.8,38251,2.62,8.215235041,5.073892693,5.62357343,0.06320245,12.57295369,2.028256913,0.278451937,7.361460229,55.20679842,2.96,0.12,71.1,19.36,4.68,7.191836478,30.52644547,16.48405513,7.5284009,38.26926202,2.6,0.360273064928907,0.62741408971265,-0.267141024783743
"350","PA","Erie County",42049,269728,15.3,0,36,48.5,49.14,4.6,48453,7.227122402,15.3,27349,2.39,6.573720879,4.987232433,3.524479052,0.315248574,12.60994294,1.426499795,0.697487469,16.45755178,50.23958892,3.39,0.16,86.53,6.94,1.08,8.727203081,39.01917388,15.63331276,8.957034326,27.66327595,1.998,0.487799362430061,0.498136165680646,-0.0103368032505854
"351","PA","Fayette County",42051,129274,16.2,0,39,51.7,51.82,5.9,50381,7.974904801,14.6,25876,2.34,3.417142027,8.082331141,7.47556589,2.870326636,15.52156378,1.447879955,0.50866548,10.88180794,45.79079315,0.77,0.12,92.89,4.59,0.29,11.44172096,49.15089461,14.14830903,9.048505533,16.21056986,0.317,0.663464169040377,0.329004329004329,0.334459840036048
"352","PA","Franklin County",42055,155027,14.6,0,36,53.1,48.6,3.8,60744,3.600456907,11,29748,2.52,4.700469637,6.108016601,6.240443425,0.182940149,15.37652905,1.366590214,2.450578855,15.45844255,41.96565094,4.3,0.15,90.23,2.91,0.86,12.57055811,42.69466562,15.14522822,8.604351239,20.98519682,0.951,0.70862681504772,0.277558397187527,0.431068417860193
"353","PA","Lackawanna County",42069,209674,14.3,0,37,47.2,54.39,4.9,52872,7.223538433,14.2,28427,2.35,6.359921111,5.542565521,5.949210093,0.331415326,15.43317813,1.609295895,0.278551532,11.34131712,48.17823232,4.98,0.1,89.65,2.24,1.68,9.130851199,36.78126277,17.1070345,9.269491718,27.71135982,2.79,0.45346157178754,0.537137163157439,-0.0836755913698985
"354","PA","Lancaster County",42071,545724,9.4,0.0273972602739726,45,53.5,51.31,3.4,66270,4.281036181,7.9,30778,2.63,4.745982374,8.100792417,4.933718433,0.13922832,15.28697327,1.305635785,2.559431238,16.03421462,44.41642598,8.65,0.13,84.89,3.1,1.87,15.14583876,35.8112714,14.72547509,7.413585755,26.90382899,2.217,0.569378942692137,0.411717458907152,0.157661483784984
"355","PA","Lawrence County",42073,85512,27.3,0,31,50.1,51.58,5.1,48418,5.672093815,15.8,27734,2.31,5.629415787,6.323279901,5.350857201,0.400111423,14.70536099,1.438375244,1.228190129,15.06242245,46.70921016,1.02,0.06,93.16,3.78,0.4,9.799910503,43.42996868,16.3475676,9.040785016,21.3817682,0.208,0.64235176664641,0.346774893653963,0.295576872992447
"356","PA","Lehigh County",42077,369318,10.7,0.00833333333333333,38,52.9,60.44,4.5,62139,5.424424779,12,32252,2.56,5.261521415,4.959070146,7.253177152,0.098932658,15.66414907,1.566527973,0.435869024,14.39159242,47.97612048,18.77,0.13,71.6,4.93,2.89,11.43309856,32.92552459,16.9764068,9.245195854,29.4197742,4.858,0.456161721156605,0.532111979124371,-0.0759502579677662
"357","PA","Luzerne County",42079,317417,17.9,0,34,47.7,52.99,5.7,53469,6.741334414,14.3,27919,2.39,5.458381588,5.562211307,6.998522423,0.200338112,16.40043662,1.72383957,0.521145322,13.47257165,44.94229464,6.7,0.09,88.2,2.97,0.96,10.65796724,38.89567307,17.49685895,9.785526925,23.16397381,2.442,0.566973865289165,0.423118816078685,0.14385504921048
"358","PA","Mercer County",42085,109424,20.6,0,41,49.2,53.36,4.9,48788,5.520638211,15.3,26561,2.29,3.706018752,5.081157375,4.262526464,0.477870753,15.07006755,1.221897369,1.31061599,16.13267466,48.03710051,1.07,0.11,91.03,5.68,0.62,10.16178532,43.46985943,15.03050051,8.785157681,22.55269705,0.302,0.623649791213721,0.363512440901405,0.260137350312317
"359","PA","Monroe County",42089,170271,12.4,0,34,48,60.88,5.4,63318,5.091157813,12.3,28486,2.91,6.713213653,5.90161428,6.655879318,0.26501204,15.74655675,1.309771045,0.542765044,9.555722604,48.85267624,13.12,0.21,70.5,12.05,2,10.64748201,35.44508971,21.27589495,8.234376354,24.39715697,1.398,0.461964236719989,0.525593768266352,-0.0636295315463623
"360","PA","Montgomery County",42091,830915,12.3,0.00276243093922652,35,54.6,54.21,3.5,90155,2.879362547,5.9,46776,2.55,9.575634,5.43832617,3.339550726,0.059547945,12.80605211,2.268382821,0.224057833,11.45475399,52.37670447,4.28,0.1,78.99,8.45,6.42,5.781227206,23.84319882,14.62213361,7.047265427,48.70617493,2.371,0.363535147023367,0.626299354904471,-0.262764207881103
"361","PA","Northampton County",42095,305285,10.2,0.00826446280991736,40,51.9,60.62,4.5,68217,3.710529126,10.2,34017,2.55,5.813641246,5.788131042,5.721670247,0.12755102,14.86439313,2.175080559,0.510204082,13.98294844,47.78732546,10.47,0.11,81,4.44,2.4,9.411652975,34.80934517,17.34982668,9.242604112,29.18657106,1.784,0.489232725978565,0.496426466898873,-0.00719374092030872
"362","PA","Philadelphia County",42101,1584064,10.5,0.0164383561643836,44,56.5,51.86,5.5,46149,11.6711277,24.3,26557,2.57,6.20893857,4.202104321,6.073532104,0.079471392,12.0110766,1.94784817,0.202819128,6.391853529,56.90950722,12.29,0.23,36.87,42.22,6.26,16.06519559,33.01208081,16.64079913,5.706117868,28.5758066,4.982,0.179045209117628,0.814416956555167,-0.635371747437539
"363","PA","Washington County",42125,206865,17.7,0,44,52.4,49.81,4.5,63119,3.650882227,9,34244,2.4,5.971959151,7.585460449,5.4428109,2.910315384,14.16072878,1.755810108,0.788711504,11.08305022,47.3677881,1.14,0.1,93.43,3.2,0.63,7.090487551,38.22317798,15.25217567,9.886764558,29.54739424,0.382,0.608382990935026,0.38056010398555,0.227822886949476
"364","PA","Westmoreland County",42129,348899,14.2,0,38,51.4,54,4.5,58398,4.132100655,9.2,32916,2.29,5.333171319,5.944776188,6.306994399,0.593088923,15.76169976,1.200064806,0.421816414,14.34754432,47.12366338,0.87,0.08,94.78,2.31,0.74,5.987792363,37.47453551,17.07307734,10.93249805,28.53209674,0.168,0.634643220929609,0.351534971220813,0.283108249708797
"365","PA","York County",42133,449058,15.4,0,41,53.8,49.46,3.8,65238,4.502673944,8.8,31468,2.54,5.384656874,7.144783445,6.030096546,0.123154924,14.73993635,1.394257565,0.67825102,15.90631236,43.60223657,5.61,0.15,86.16,5.17,1.23,10.60198218,40.19808787,15.92097241,9.057298896,24.22165865,1.187,0.615307521669301,0.369495661946316,0.245811859722985
"366","RI","Providence County",44007,638931,10.5,0,43,49.9,53.58,3.9,56141,6.590403215,16.1,30356,2.55,6.72041797,5.263005128,3.968458735,0.041281001,15.40910117,1.733157029,0.318960235,11.45225272,51.47418325,18.8,0.37,66.12,7.19,3.61,15.17396116,30.85408379,18.20051033,7.656560418,28.1148843,4.961,0.376103452196269,0.605177744281486,-0.229074292085217
"367","SC","Aiken County",45003,170872,19.1,0,39,66.2,44.64,2.9,52633,7.123192555,15,27526,2.46,4.312152302,8.17421934,6.19636018,0.225042632,13.99737217,1.322300187,1.224455565,14.0309189,45.71999665,4.89,0.37,67.81,24.39,0.82,12.65225596,32.20363699,20.72396638,8.014239149,26.40590153,0.746,0.60561131654634,0.378881258437518,0.226730058108822
"368","SC","Anderson County",45007,202558,16.4,0.00444444444444444,43,63.4,46.63,2.7,51740,6.366689819,14.6,25807,2.52,3.888624895,5.850474057,3.997239382,0.067884054,15.76607155,1.357681081,0.558912045,21.05084516,44.52967665,2.91,0.22,78.75,15.93,0.74,15.52176115,31.25130329,20.75873574,11.08388692,21.38431291,0.503,0.703120934927622,0.282736515667114,0.420384419260508
"369","SC","Berkeley County",45015,227907,18.1,0,36,67,47.7,2.5,62204,5.550626432,12.8,28331,2.74,4.492389997,8.364782482,6.367934309,0.022809273,14.17596317,1.739725459,0.407456559,12.35225812,45.35105545,6.05,0.51,63.85,24.75,2.24,11.20826939,29.6616672,24.34852477,10.94550772,23.83603092,1.821,0.549474429914415,0.432929981427942,0.116544448486473
"370","SC","Charleston County",45019,411406,15.8,0.00280112044817927,37,67.5,46.65,2.3,62958,7.234355944,14.2,37801,2.45,6.554419423,6.805801273,4.529371196,0.034483793,12.80997931,2.326906354,0.350835107,6.265055424,56.27605026,5.39,0.24,62.04,29.55,1.33,8.454566581,22.7319044,17.84372263,8.183914621,42.78589177,1.018,0.42629205371544,0.555088482433735,-0.128796428718296
"371","SC","Greenville County",45045,523542,16.2,0.00273972602739726,45,62.2,58.26,2.4,61162,5.565267466,11.1,30776,2.57,5.954178155,5.877240043,3.678473548,0.053648738,13.79770683,2.082319622,0.49697862,17.62381838,48.03267167,8.09,0.2,70.3,17.86,1.94,12.24960817,24.68261234,19.86661571,9.041215213,34.15994857,2.328,0.581127617129244,0.399101315101393,0.182026302027852
"372","SC","Horry County",45051,354081,13.9,0,41,65.2,53.3,3.6,49082,7.330492646,14.3,26917,2.46,6.737601113,9.011813818,3.499869985,0.018975199,18.51909116,1.73728486,0.684512724,3.867426612,52.84803677,6.2,0.4,77.28,13.28,1.03,10.18139312,32.76595925,23.24567905,10.25212077,23.55484781,0.878,0.661056836389532,0.329246038810753,0.331810797578779
"373","SC","Lexington County",45063,298750,14.3,0,33,65.3,43.92,2.3,60627,5.531403102,12.5,30316,2.54,7.080920693,8.571716648,5.668625587,0.164203612,14.78192608,1.648517846,0.609281825,9.590787313,45.32307781,5.54,0.36,76.96,14.1,1.41,10.4251578,28.66588065,21.54451299,9.297976359,30.0664722,1.306,0.642030048143434,0.341022909634221,0.301007138509214
"374","SC","Pickens County",45077,126884,24,0,45,62.2,62.76,2.8,48794,9.770755084,16.6,24803,2.46,5.055025679,7.641232575,5.225605282,0.17975055,13.27586207,0.970286134,0.579603815,16.19589142,48.22267058,3.14,0.18,87.2,6.54,1.59,15.11857835,30.14798061,20.25201939,9.986429725,24.49499192,1.562,0.745612205887464,0.237114656101206,0.508497549786258
"375","SC","Richland County",45079,415759,13.4,0.00547945205479452,42,65.3,41.59,2.8,52611,8.582712366,16.7,29010,2.51,8.515657856,4.191156107,4.781467007,0.067698557,14.64442872,2.325342852,0.355930291,6.63086849,50.76622457,4.85,0.26,45.32,45.4,2.19,8.927442193,22.42563738,22.31016076,8.620290106,37.71646956,2.296,0.300858519672689,0.683978082983356,-0.383119563310666
"376","SC","Spartanburg County",45083,319785,17.1,0.00560224089635854,44,62.6,50.79,2.6,53567,6.604948776,13.6,26072,2.57,4.486731466,5.693616837,5.008394158,0.016572157,15.21684308,1.972086723,0.46185882,21.53948136,42.74679905,5.86,0.2,70.06,20.44,2,14.72713056,29.41491794,21.30579967,10.7254388,23.82671303,0.578,0.629376744811813,0.356032424069153,0.273344320742659
"377","SC","York County",45091,280979,17.2,0.0219178082191781,44,62.5,44.85,2.8,64904,4.757055572,9.8,32227,2.6,8.165774685,5.665597339,6.861300061,0.108771902,15.44797471,2.243223432,0.368090423,14.99475846,43.1241182,4.46,0.79,72.71,18.85,1.5,10.39952861,25.8757741,21.50845734,10.21582401,32.00041593,0.535,0.574293648038875,0.409635543214162,0.164658104824714
"378","SD","Minnehaha County",46099,193134,17.5,0.00273972602739726,36,44.1,40.12,2.9,60033,5.097396687,9.6,30471,2.41,11.26231816,7.398078894,3.80869382,0.154186499,15.16773767,1.801396298,1.185607983,11.13781975,45.32125379,4.12,2.32,86.25,3.73,1.47,7.801829766,27.20552197,21.10602843,11.97353374,31.9130861,3.637,0.533425037367589,0.438468037172627,0.0949570001949613
"379","SD","Pennington County",46103,113775,24.3,0.0110803324099723,30,42.8,28.42,3.4,58738,5.380765945,13.3,30518,2.42,7.109550716,7.733099274,4.518441311,0.881379487,16.26163439,1.616471922,1.951103553,6.06908406,49.14147786,4.01,8.96,81.66,1,1.03,6.211288611,28.63131306,23.36186164,11.14350589,30.65203079,0.707,0.609600472895441,0.358253068604611,0.251347404290831
"380","TN","Anderson County",47001,76978,34.4,0.00547945205479452,35,59.4,74.35,3.6,50672,6.420610564,16.5,27913,2.45,5.556902929,7.015097314,4.8657006,0.221306009,12.05056691,1.058024617,0.448675196,11.98690353,52.03419633,2.35,0.28,90.69,3.75,1.06,13.22513108,33.13138051,22.98000852,7.205454579,23.45802531,0.55,0.65178521225752,0.33008152937869,0.32170368287883
"381","TN","Davidson County",47037,694144,12.5,0.00273972602739726,45,60.9,64.2,2.5,60799,6.746658786,15.4,34343,2.38,7.256210922,6.051798314,4.650222077,0.015537351,13.13924146,2.992547429,0.210825783,7.376491452,54.40805371,9.75,0.23,57.43,27.46,3.01,11.43436544,22.69211372,19.18700779,6.41588448,40.27062857,4.366,0.323640919982691,0.644914712360088,-0.321273792377397
"382","TN","Hamilton County",47065,367804,16.1,0,45,61.6,65.58,3.2,57196,5.637803359,13,31184,2.46,8.520712847,5.5507132,6.819279379,0.047114807,14.15917738,1.401076573,0.205538346,12.86057551,47.54590749,4.46,0.24,71.97,20.06,1.74,10.79690182,27.47554597,21.98067633,8.529165169,31.2177107,1.091,0.538287564358056,0.441357465534471,0.0969300988235844
"383","TN","Jefferson County",47089,54495,34,0,44,60.4,61.81,3.7,49611,5.40424031,13.8,24855,2.58,4.050102562,6.55959499,6.005324488,1.069261991,15.89054249,1.104176668,1.08671933,16.83760311,43.39894383,3.15,0.3,92.86,2.01,0.41,15.54446994,38.88118231,21.59206104,7.552152804,16.43013392,0.242,0.789761178861789,0.197069783197832,0.592691395663957
"384","TN","Knox County",47093,470313,16.7,0,42,60.4,67.56,2.9,55874,7.118821489,13.2,31678,2.43,6.084338942,5.659911677,4.856452793,0.15381632,16.82768165,2.432854108,0.305869701,7.611043042,52.71977223,3.47,0.24,83.89,8.71,1.85,8.998293274,25.84489511,20.57048712,7.893689718,36.69263477,1.339,0.56466384954388,0.414506973285696,0.150156876258184
"385","TN","Montgomery County",47125,208993,17.3,0,26,60.2,59.29,3.8,56102,6.263984431,12,25938,2.74,5.174481053,6.65201209,5.655334349,0.133639747,14.25324108,1.522493942,0.378437789,12.20992681,45.28888667,7.98,0.45,67.05,18.57,2.02,7.506131246,29.05013171,26.56790613,9.639887367,27.23594355,2.322,0.549610464055864,0.423043852106621,0.126566611949243
"386","TN","Sevier County",47155,98250,25.8,0,44,58.1,69.91,3.3,47202,5.372144436,13.9,23869,2.58,7.269308086,7.284438969,3.246654994,0.438795582,16.47753064,1.42230292,0.330717852,7.61947993,52.61007717,5.33,0.33,91.64,0.71,0.86,16.08949985,36.42146827,22.63381106,7.724480842,17.13073998,1.521,0.775996324796141,0.200321580337659,0.575674744458482
"387","TN","Shelby County",47157,937166,12.1,0.010958904109589,44,62.3,77.55,4,47924,9.540448455,21.7,28828,2.62,5.435944666,4.642224084,12.79764522,0.01666119,14.51791309,1.440961536,0.202711146,8.90910858,47.37077164,5.62,0.19,38.71,51.9,2.29,11.81579966,27.54494651,23.19574443,6.333506057,31.11000335,1.342,0.339780921595058,0.644161180981796,-0.304380259386738
"388","TN","Sullivan County",47163,158348,21.8,0.0575342465753425,45,58.2,58.81,3.7,46024,6.355608004,16.5,26933,2.33,4.812178128,7.102393214,3.579218419,0.277188731,15.83308088,1.987276583,0.642229627,15.59375947,46.66464708,1.48,0.24,94.39,2.09,0.56,13.44155445,34.74143762,20.73330347,8.302808303,22.78089616,-0.106,0.751240636389311,0.232284788251274,0.518955848138037
"389","TN","Sumner County",47165,191283,15.4,0,40,59.6,65.71,2.7,66171,4.394738028,8.9,32297,2.71,6.130824949,6.265044204,6.005479695,0.047697752,17.0547193,1.758161307,0.62007077,12.01428714,45.92738849,3.93,0.25,86.96,6.36,1.01,10.05002571,31.12121237,23.69488399,8.186914973,26.94696296,0.543,0.685026449314477,0.29882327539674,0.386203173917737
"390","TN","Williamson County",47187,238412,11.6,0,42,60.2,62.11,2.4,115930,2.118832692,3.8,50931,2.9,9.145430003,5.32237754,2.7250573,0.024460288,13.06179394,3.01314514,0.534502596,7.734886713,55.5801165,4.46,0.19,86.67,4.27,3,4.436445762,13.50765756,16.38083139,6.665255134,59.00981015,2.151,0.622007538700581,0.360828969327272,0.26117856937331
"391","TN","Wilson County",47189,144657,22.9,0,40,60.3,66.85,2.7,76507,3.905545967,7.8,32850,2.68,7.976026516,6.639625868,6.700164969,0.145293842,16.76630394,2.00535771,0.354153739,9.866359935,45.04714482,3.24,0.31,87.48,6.35,1.1,8.810529094,29.92479219,22.34133791,8.293750275,30.62959054,0.923,0.676658146105206,0.299394591685726,0.377263554419481
"392","TX","Bell County",48027,362924,18.9,0.00547945205479452,42,67.2,32.28,3.8,54292,6.011904941,13,25911,2.76,4.898748186,7.073254861,4.668793745,0.436913437,14.16231909,1.451587404,0.436194829,5.599390621,50.60363041,21.6,0.48,50.7,20.43,2.69,9.429282796,25.89523556,29.16580048,10.96473205,24.54494912,3.293,0.533016683022571,0.447607458292444,0.0854092247301275
"393","TX","Bexar County",48029,2003554,12.2,0.0164383561643836,49,69.6,24.32,3.1,54210,6.774864827,17.2,26988,3,9.007576645,7.919757872,4.666104766,0.994068492,14.27832566,1.763451813,0.20845916,5.495884904,51.06990255,58.72,0.22,30.27,6.91,2.31,16.16360473,25.21822949,23.00007352,8.028133347,27.58995891,2.429,0.401348848822813,0.583198951299951,-0.181850102477138
"394","TX","Brazoria County",48039,374264,11,0.0191780821917808,33,71.1,60.27,4.2,74225,4.024407367,10.1,33547,2.88,4.951951897,10.58450956,5.394587852,1.775387988,10.97688726,1.562850067,0.360285079,13.78650536,46.18612509,27.67,0.32,53.22,11.78,5.43,12.29497515,25.26105918,24.42575668,8.290040657,29.72816833,1.172,0.583498941826253,0.40151241418469,0.181986527641563
"395","TX","Cameron County",48061,423163,7.2,0,44,75.6,26.48,5.5,38106,13.68883739,27.9,16587,3.39,4.33711532,7.105986629,4.952349509,0.684440099,14.50086031,1.332689951,1.420308442,5.308537724,55.16345928,88.07,0.09,10.69,0.29,0.61,32.81242364,25.95710539,16.92854699,7.028819054,17.27310493,1.008,0.429449787166956,0.561099724981169,-0.131649937814213
"396","TX","Collin County",48085,1034730,10.9,0.0219178082191781,40,64.7,47.64,3.1,96936,3.08908956,6.4,43439,2.84,11.47309099,5.107845389,3.238715001,0.696274949,14.32383492,3.985594872,0.194696848,8.676406929,49.84645776,14.74,0.42,63.08,8.27,11.16,6.344915928,14.82091028,19.65187359,7.458206995,51.7240932,5.419,0.512616412306792,0.469194418710485,0.0434219935963073
"397","TX","Dallas County",48113,2635516,11,0.0164383561643836,45,66,44.51,3.5,59838,6.501647054,14.2,31219,2.79,8.585878664,9.913948672,6.281302642,0.539896277,14.00674598,2.310110622,0.172274151,8.534118467,47.39495759,38.26,0.31,33.14,21.9,4.97,21.31611988,22.59869838,19.63462343,5.726295103,30.72426321,4.572,0.333185046623512,0.649469748426172,-0.31628470180266
"398","TX","Denton County",48121,887207,12.2,0.0328767123287671,43,65,42.26,3,88384,3.913909603,7.3,39535,2.81,10.69577768,5.495429449,5.478934225,0.705170794,15.57080345,2.918050814,0.230245825,7.931453183,48.2272217,18.24,0.47,64.42,8.15,6.5,7.527770651,18.08888509,22.33739084,7.574332222,44.4716212,3.07,0.532294647385899,0.451462326898967,0.0808323204869319
"399","TX","Ector County",48135,166223,13.8,0,28,64.9,14.77,2.6,60431,4.661062993,12.9,28700,3.02,5.005566266,9.713812485,6.989057536,14.50894675,16.63227348,0.985636319,0.097749056,6.00885172,36.87311629,52.75,0.45,41.06,4.08,0.73,23.94375213,30.11906794,24.01096791,6.344955616,15.5812564,1.695,0.733429039276822,0.254974092102017,0.478454947174805
"400","TX","Ellis County",48139,184826,16.6,0,40,65.9,44.56,3.1,76792,3.49054282,8.8,30727,2.99,6.610219121,8.963691377,7.315406764,0.896735152,14.10619296,1.7959104,0.841833,13.44980723,42.23073544,23.5,0.38,65.49,8.8,0.54,14.33779645,28.25087211,26.0125288,8.269563528,23.12923911,0.547,0.66341103950031,0.322424058110021,0.340986981390289
"401","TX","El Paso County",48141,839238,12.2,0.0356164383561644,53,65.1,9.08,3.8,43948,7.787112529,20.5,20763,3.1,4.916365475,6.022202941,6.960254208,0.709356379,14.58504519,1.931552425,0.321207141,6.559176239,50.76279513,82.2,0.28,13.15,2.58,0.94,22.47770935,23.85497947,23.13861018,7.762240926,22.76646007,2.164,0.315592313305765,0.66660180004865,-0.351009486742885
"402","TX","Galveston County",48167,342139,14.4,0.0219178082191781,39,71.2,67.81,4,71959,4.990845066,12.1,35448,2.69,5.930559818,8.282671299,4.631739792,1.696497953,11.81736853,1.098348559,0.562887312,9.798940832,51.86399284,22.41,0.36,59.27,13.47,2.92,11.7875227,25.48245594,23.55171736,9.129955494,30.04834851,1.597,0.605642976912163,0.37947891138914,0.226164065523023
"403","TX","Gregg County",48183,123945,18.3,0.00276243093922652,35,65.3,56.76,3.7,50610,8.421184739,15.1,25839,2.61,4.982629201,7.092326247,4.966428456,4.721617194,16.03873778,1.216855975,0.244811261,11.41072489,46.41873526,16.44,0.41,60.79,19.77,1.08,16.16952304,28.68522893,26.55928029,7.826556767,20.75941097,0.937,0.677191446792547,0.308365637113918,0.368825809678629
"404","TX","Harris County",48201,4713325,10.7,0.073972602739726,51,70.4,58.93,3.8,60241,6.759724089,16.5,31901,2.88,5.967664673,10.07833074,6.477365496,3.178928288,14.25718482,1.282888005,0.169615408,9.635108725,46.4519974,40.84,0.2,32.98,18.43,6.11,19.05599327,23.20162114,20.27858953,6.481494468,30.98230158,6.401,0.42700043514881,0.55959466558753,-0.13259423043872
"405","TX","Hidalgo County",48215,868707,8,0.00547945205479452,42,75.3,22.48,6.2,38785,14.31778855,30,16490,3.58,4.068079073,8.487808821,5.034107939,1.368981363,16.72346141,1.350015235,1.760118896,4.299714575,52.73671905,90.63,0.07,7.82,0.36,0.92,35.50553298,23.21105202,18.18181818,4.745241974,18.35635485,1.471,0.409839553792941,0.580390612267072,-0.170551058474131
