"","State","County","FIPS","Population","Age.Adjusted.Rate","per_unhealthy_days","Median.AQI","Avg_Temperature","Total_Precipitation","UnempRate2019","MedHHInc","Deep_Pov_All","PovertyAllAgesPct","PerCapitaInc","AvgHHSize","PctEmpFIRE","PctEmpConstruction","PctEmpTrans","PctEmpMining","PctEmpTrade","PctEmpInformation","PctEmpAgriculture","PctEmpManufacturing","PctEmpServices","HispanicPct2010","NativeAmericanNonHispanicPct2010","WhiteNonHispanicPct2010","BlackNonHispanicPct2010","AsianNonHispanicPct2010","Ed1LessThanHSPct","Ed2HSDiplomaOnlyPct","Ed3SomeCollegePct","Ed4AssocDegreePct","Ed5CollegePlusPct","Net_International_Migration_Rate_2010_2019","per_gop","per_dem","per_point_diff"
"126","GA","Houston County",13153,157863,15.7,0.00564971751412429,38,67.2,47.36,3.3,60728,7.335081055,12.1,28196,2.67,5.114705325,4.22214768,4.417576969,0.061253956,13.65379847,1.281957793,0.354397888,9.471028337,44.91665087,6.09,0.28,60.55,28.26,2.4,9.130518292,27.19543878,25.93483689,10.4457092,27.29349683,1.829,0.555065608380769,0.430783826398354,0.124281781982415
"127","GA","Muscogee County",13215,195769,11.6,0,40,66.3,49.63,4.5,46628,9.91568973,20.1,25318,2.6,11.72459692,5.341805214,3.686774825,0.017579989,13.88693556,1.552061882,0.28002411,9.901300919,46.66859209,6.38,0.32,43.65,44.83,2.14,12.65834707,27.28278785,25.28372969,8.598226199,26.17690919,2.497,0.373934967831681,0.614129219763023,-0.240194251931341
"128","GA","Richmond County",13245,202518,11.3,0.00549450549450549,45,66.9,43.72,4.5,40168,11.99422793,21.9,22045,2.65,3.591296823,5.388799604,5.349239708,0.202744468,15.79181605,1.659043145,0.254666831,8.920756583,52.32661639,4.09,0.28,38.01,53.54,1.63,16.5963775,30.7485224,23.12068637,8.215824595,21.31858913,1.263,0.307784252203795,0.67945844682734,-0.371674194623545
"129","ID","Ada County",16001,481587,16.7,0,38,51.4,14.03,2.5,66827,4.897257298,9.7,33352,2.59,7.092753125,6.084861743,4.321277807,0.468692091,14.61894474,2.129227042,0.982581106,8.764135338,49.46848419,7.11,0.52,86.48,1.07,2.35,4.860100709,22.98264082,24.92641291,9.468429628,37.76241594,1.48,0.503872562059301,0.464703591902509,0.0391689701567915
"130","ID","Bannock County",16005,87808,29.8,0,27,44.4,21.06,2.8,51300,7.288788058,13.8,24555,2.69,7.188835398,6.223292043,5.241521069,0.773516525,14.33169254,1.525396224,1.663330989,7.981284146,48.85865743,6.74,2.78,86.39,0.71,1.28,8.145346987,26.45974128,28.51713874,9.641125484,27.23664751,2.004,0.589866761054787,0.371198139205623,0.218668621849164
"131","ID","Bonneville County",16019,119062,22.2,0,29,41.2,23.3,2.4,60444,4.385814785,10.6,27272,2.84,3.826298208,7.029051523,4.652292742,0.402874785,15.28292337,1.698552485,2.72699666,8.723555016,51.93238182,11.43,0.53,85.26,0.51,0.81,8.296331263,26.1104309,25.83900043,9.688887578,30.06534984,0.159,0.700157421983517,0.263987406241319,0.436170015742198
"132","ID","Canyon County",16027,229849,19.7,0,25,51.6,11.93,3.2,53381,6.888482668,11.5,20807,2.95,4.431449985,9.708388336,5.451490787,0.280374851,14.79222805,1.802253908,4.540545258,10.84407013,44.28286222,23.86,0.65,72.28,0.46,0.74,15.39225651,32.012721,26.48077989,7.832809709,18.28143288,0.031,0.682887724186736,0.286173953426657,0.396713770760079
"133","ID","Kootenai County",16055,165697,24.1,0,23,44.9,28.88,3.6,56188,4.717944663,10.3,29429,2.51,5.927944809,9.172983562,4.143599353,0.58484513,14.72333419,2.234335519,1.666524714,8.883400051,47.68049286,3.8,1.13,92.03,0.28,0.67,7.493474067,27.14410018,29.62962963,10.81224227,24.92055385,-0.453,0.699136607401144,0.270500011126193,0.428636596274951
"134","ID","Twin Falls County",16083,86878,24.8,0,19,46.6,14.04,2.8,51594,5.010316786,13.6,24222,2.69,3.658874852,5.418967648,5.708954283,0.136167637,18.18594447,1.734876567,7.516957914,11.45573291,42.58264619,13.69,0.55,82.66,0.4,1.16,12.21579165,27.88530197,26.67330602,12.66300876,20.5625916,2.253,0.706025081788441,0.256025081788441,0.45
"135","IL","Champaign County",17019,209689,15,0,42,51.6,41.81,3.8,53251,13.739816,19.2,29683,2.35,5.359609718,3.533787374,4.150123171,0.074385355,12.8802589,2.27116843,1.09645945,7.626913974,60.21156354,5.27,0.18,70.85,12.21,8.89,4.88877158,21.69882132,20.701601,8.292847893,44.41795821,8.385,0.369213544282605,0.597135024275908,-0.227921479993303
"136","IL","Cook County",17031,5150233,8.7,0.0246575342465753,53,49.4,50.05,3.8,63347,6.914561507,13.8,35575,2.61,8.04387296,4.676821776,7.075060141,0.04503734,12.58389578,2.189254122,0.127697337,9.703899104,52.05151362,23.96,0.13,43.86,24.37,6.14,13.30978924,23.34993667,18.83176858,6.539088477,37.96941703,2.748,0.240488171141626,0.743505532655093,-0.503017361513467
"137","IL","DuPage County",17043,922921,9,0.00852272727272727,42,48.9,52.05,2.9,93540,3.320415828,6.6,43982,2.69,9.052215132,4.752397634,6.070738867,0.046544101,13.89974237,2.556659277,0.178214911,12.09758746,48.95541157,13.25,0.11,70.47,4.47,10.01,7.402133886,18.31365038,18.13566904,7.390793482,48.75775321,2.617,0.399145267428628,0.579762670492966,-0.180617403064338
"138","IL","Kane County",17089,532403,9.9,0.0140845070422535,40,48.1,50.57,4.4,79834,4.067928457,8.6,34924,2.95,6.895191141,6.440497082,5.75018883,0.080416966,14.68849699,1.7947263,0.447930015,16.67224074,44.74527738,30.74,0.11,59.01,5.4,3.4,15.94160286,22.52219732,20.85907252,7.534278478,33.14284883,0.449,0.417356690645,0.561360382273284,-0.144003691628284
"139","IL","Lake County",17097,696535,8.8,0.00816326530612245,40,47.8,50.98,4.1,87336,3.742100415,8,44287,2.8,7.881253724,4.900906963,3.875904896,0.022809504,16.17165292,1.771728191,0.267441429,16.20273087,46.42190169,19.9,0.15,65.21,6.68,6.25,9.439222071,21.12260617,18.19267934,6.216302559,45.02918986,1.858,0.369869162905948,0.610589066184656,-0.240719903278708
"140","IL","McHenry County",17111,307774,9.4,0.00588235294117647,44,47.4,48.34,3.3,86268,2.86561653,5.9,38047,2.74,7.065473387,7.271014431,4.865694833,0.045879697,16.05055331,2.035835102,0.83562222,15.47063394,43.48110674,11.42,0.15,83.75,0.99,2.5,7.188184178,26.1501433,23.639861,9.328738721,33.6930728,0.328,0.499823791758315,0.474875135194254,0.0249486565640608
"141","IL","Macon County",17115,104009,16.9,0,44,52.3,48.86,5.3,50684,7.429387311,17.4,28925,2.33,4.946110786,5.449494528,6.642158911,0.02715348,14.10727713,1.330520511,1.773331105,17.05447406,45.0100259,1.87,0.18,78.38,16.17,1,9.718694524,34.43124403,24.40393281,8.934862761,22.51126587,0.399,0.578877032417438,0.401866888047462,0.177010144369976
"142","IL","Madison County",17119,262966,13.2,0.00821917808219178,49,55,52.31,3.9,60121,6.049039395,13.8,30802,2.42,5.895031535,5.853674055,6.68082365,0.160657902,13.61058751,1.854723899,0.575823372,12.17659644,48.8415929,2.72,0.21,86.72,7.82,0.82,7.875923382,30.68873771,25.29229172,10.30727133,25.83577586,0.188,0.552719580104392,0.420448101891566,0.132271478212827
"143","IL","Peoria County",17143,179179,15.4,0.00549450549450549,41,51,50.33,5.1,56478,7.927404192,16.6,30753,2.43,5.642991014,4.804411553,4.007881205,0,12.91628622,1.823730117,0.93829593,15.45485127,51.36839829,3.81,0.2,72.72,17.54,3.12,9.562474727,26.98908209,23.43712091,9.655479175,30.35584311,1.637,0.455527371893347,0.518952520453003,-0.0634251485596561
"144","IL","Rock Island County",17161,141879,18.8,0.00554016620498615,42,49.2,49.67,4.9,52642,7.017894204,14.2,28595,2.33,5.26362116,5.662647067,6.789308453,0.18190887,15.07789807,1.355514479,0.770178681,17.69210457,43.17108236,11.6,0.19,75.75,8.75,1.62,11.11933802,29.92505728,25.63361116,10.16479393,23.1571996,2.31,0.428079680320876,0.549126719248096,-0.121047038927219
"145","IL","Sangamon County",17167,194672,16.9,0,40,52.3,50.86,4,62242,6.645649758,13.1,34548,2.31,7.830402485,4.494900743,4.499097662,0.215092122,13.39866538,1.660930877,1.252780459,4.844294288,48.931884,1.76,0.17,82.54,11.72,1.62,7.625159147,27.85111147,22.34571876,8.001258543,34.17675208,1.105,0.510591784326641,0.466983608748365,0.0436081755782761
"146","IL","Will County",17197,690743,9.5,0,43,49.7,51.21,3.8,86108,3.04252221,6.4,35259,2.98,6.685506082,6.561280698,7.987434014,0.071149874,15.16066101,2.046419555,0.358044526,11.0569199,46.42672711,15.62,0.12,67.24,10.98,4.5,9.091111894,26.71852622,21.898131,8.332403817,33.95982707,0.623,0.447967747338751,0.531137911316733,-0.0831701639779823
"147","IL","Winnebago County",17201,282572,14.6,0.00293255131964809,42,47.6,49.7,5.7,53795,7.615790335,16.1,28250,2.46,4.390174085,5.328773418,5.289602338,0.0602632,13.72569698,1.425224669,0.384177897,22.64314393,44.05239885,10.9,0.19,72.54,11.97,2.28,12.32480751,31.98134023,24.37547897,8.734293752,22.58407954,1.193,0.476556260277191,0.501573878318064,-0.0250176180408738
"148","IN","Allen County",18003,379299,11.4,0.00273972602739726,43,50.4,42.66,3.1,54473,6.137189078,13.5,28239,2.54,6.511373407,5.553260153,4.452211589,0.029592076,14.87867249,1.992160892,0.455606303,18.15222611,45.81076705,6.5,0.28,76.49,11.54,2.7,10.74240251,28.72994296,21.89845548,10.47136138,28.15783768,1.602,0.544605575992714,0.432860978696727,0.111744597295987
"149","IN","Delaware County",18035,114135,21.2,0,35,52.6,45.32,3.9,43096,12.00095801,22.5,24234,2.35,4.371831835,5.270695536,3.815930804,0.056532308,13.94463603,0.927129855,0.795221136,12.73672904,55.14538225,1.77,0.22,88.14,6.84,0.96,10.71488835,34.574498,21.34821981,9.102030485,24.26036335,1.18,0.55668070801602,0.424851113278413,0.131829594737607
"150","IN","Elkhart County",18039,206341,14.2,0,37,49.2,41.07,3.1,59251,5.796941976,11.5,25075,2.77,3.130329881,4.39598153,3.916552269,0.053038812,12.88739132,0.992137776,0.83614127,35.982154,35.63272183,14.12,0.22,77.22,5.56,0.95,18.80060552,35.21950083,19.85948841,6.89127819,19.22912704,0.497,0.631454420799333,0.350975304824768,0.280479115974565
"151","IN","Hamilton County",18057,338011,12.3,0.00547945205479452,41,51.7,43.45,2.5,101740,2.090931658,4.2,46597,2.69,10.71235978,4.246543683,2.937498889,0.047407688,13.64037713,2.401792011,0.53689207,11.66110614,51.06696929,3.43,0.16,86.43,3.42,4.78,3.60646123,15.31047628,16.75276753,6.547738325,57.78255663,2.158,0.523647029108397,0.455620905262398,0.0680261238459992
"152","IN","Lake County",18089,485493,10,0.00273972602739726,45,49.5,47.63,4.9,55280,7.909000306,15.7,27660,2.59,4.903335556,6.386060091,6.836624445,0.095629986,13.44888623,1.30525735,0.296085147,15.98078205,47.30328038,16.67,0.18,55.27,25.3,1.21,11.93305675,34.98928407,22.52272359,8.462989516,22.09194608,0.252,0.417174343959701,0.567704449980905,-0.150530106021204
"153","IN","Madison County",18095,129569,22.7,0.00273972602739726,41,52.5,43.94,3.7,49522,7.334714942,17,24625,2.4,5.568268497,6.077377468,5.422808791,0.054990864,12.99913079,1.372997712,1.087399996,14.88833307,48.18618842,3.18,0.19,86.28,8.27,0.42,11.94349743,39.01431443,22.06132217,9.019533809,17.96133216,0.376,0.602687621879405,0.376962137740621,0.225725484138783
"154","IN","Marion County",18097,964582,13,0.010958904109589,53,52.4,46.3,3.3,48409,9.019010601,17.2,27251,2.51,6.595851748,5.602109132,7.278694263,0.045945828,15.77123354,1.833457314,0.174594145,10.66708966,48.16676148,9.35,0.22,59.54,26.4,2.01,14.31260497,27.95906176,20.02228545,7.318290654,30.38775717,3.364,0.344374889314946,0.635934079190183,-0.291559189875237
"155","IN","Porter County",18127,170389,13.8,0.0219178082191781,41,49.3,47.09,3.7,69298,5.171550977,8.9,32943,2.56,4.740051628,7.075783462,5.823741411,0.04239983,12.44185611,1.419147265,0.554938957,17.57098854,47.31696367,8.48,0.21,85.94,2.83,1.19,6.851691996,34.52876089,20.84630342,9.527670965,28.24557273,0.476,0.520269567328255,0.45944352610711,0.0608260412211447
"156","IN","St. Joseph County",18141,271826,16.6,0,41,49,43.54,3.6,54674,7.87206104,13.5,27338,2.54,4.645528202,4.938454347,4.347927703,0.031162356,14.23106887,1.780928638,0.314739794,17.96977251,49.07759427,7.27,0.3,75.56,12.52,1.87,11.55122853,30.65669701,20.56327425,8.006524764,29.22227545,1.894,0.461340877141221,0.519759107238932,-0.0584182300977108
"157","IN","Tippecanoe County",18157,195732,11.9,0,33,50.9,41.56,2.9,52269,11.80653516,18.1,26262,2.5,3.702603808,4.567004295,2.645171554,0.037121493,12.47600361,1.234554807,1.028795673,17.29649467,54.66829294,7.49,0.2,80.37,3.9,6.18,8.277355616,25.00263518,20.87258162,8.130743505,37.71668407,8.725,0.48400235136043,0.490104691523906,-0.00610234016347555
"158","IN","Vanderburgh County",18163,181451,19.7,0,41,56.8,63.26,3.1,50500,6.725815684,15.1,28320,2.32,5.335921,5.397568354,4.906672755,0.213482505,14.71088532,2.080027399,0.592499572,17.80238598,46.36109367,2.16,0.19,85.18,9.03,1.11,10.25827515,32.45652314,21.73519524,9.241660202,26.30834626,0.771,0.538796322525817,0.443138214313306,0.0956581082125106
"159","IA","Black Hawk County",19013,131228,18.3,0,31,45.8,41.96,3.2,52320,7.536209191,16.3,29100,2.41,5.558190677,5.142799649,3.913874635,0.083365673,16.26205568,1.197303552,1.341037471,18.2283357,46.52666983,3.74,0.16,83.89,8.77,1.29,8.687339428,30.19179064,20.76238274,11.72253092,28.63595626,1.937,0.445091826468247,0.535296502635412,-0.0902046761671648
"160","IA","Linn County",19113,226706,19.9,0,39,46.4,43.5,2.9,64878,4.134220128,9.4,34289,2.42,8.049418114,6.170517794,5.727778715,0.050598752,14.48304942,2.298026649,0.873671783,16.27002867,43.71141845,2.62,0.23,89.28,3.86,1.79,5.333485533,27.06292345,22.31831703,12.24962566,33.03564834,1.351,0.418679094289884,0.556057681746144,-0.13737858745626
"161","IA","Polk County",19153,490161,19,0,39,48.3,41.77,2.8,68479,5.124838284,9.9,34474,2.53,15.27615358,6.308200543,4.303640967,0.008662406,14.4000693,1.982116068,1.094613164,8.741549232,44.41766973,7.58,0.21,80.74,5.89,3.51,8.502405288,24.84719723,20.38561166,10.18259771,36.08218811,2.08,0.412745647427103,0.565206469440204,-0.152460822013101
"162","IA","Pottawattamie County",19155,93206,23.6,0,29,48.8,40.54,2.4,56337,4.334926652,11.8,29729,2.47,7.64832931,7.529750561,8.283572608,0.139753526,16.38715962,1.702452039,2.369457502,10.35234828,41.83288866,6.6,0.36,89.75,1.31,0.59,10.54525281,33.06546204,24.39372325,10.76240292,21.23315898,0.204,0.573780167890871,0.406064183280867,0.167715984610003
"163","IA","Scott County",19163,172943,16.5,0.00547945205479452,45,48.7,48.87,3.3,59865,5.316200853,12.4,31873,2.52,5.921331887,6.454275338,4.863698533,0.071923784,14.37414517,1.739140688,0.804131491,16.7122577,45.27543272,5.57,0.22,82.85,6.91,1.99,7.061199931,29.86848891,20.87845969,10.31287605,31.87897542,1.017,0.471743755332131,0.506765731811359,-0.0350219764792276
"164","KS","Johnson County",20091,602401,14.4,0,36,54.2,51.3,2.8,87087,2.578605832,5.5,44986,2.57,10.2690696,4.720060493,4.418223637,0.117836101,14.0744825,3.184725417,0.387535839,8.064211223,51.70893853,7.16,0.3,81.97,4.23,4.15,4.144713109,14.4075461,18.59824101,7.565403395,55.28409639,1.949,0.445441431539901,0.527379459966913,-0.081938028427012
"165","KS","Sedgwick County",20173,516042,19.7,0,39,56.4,45.5,3.5,56381,6.372629533,13.4,28673,2.58,5.032449787,6.498054632,3.959967125,0.428345284,14.02729588,1.788685693,0.506483884,17.79697729,46.6940894,12.97,0.89,69.92,9.02,4.05,10.70208097,26.16178585,24.11683693,8.132576617,30.88671964,1.654,0.550933730426313,0.425282835094029,0.125650895332284
"166","KS","Shawnee County",20177,176875,20.7,0.00273972602739726,41,54.2,48.09,3.3,53612,5.091265043,13.9,29979,2.41,8.018627579,6.018414286,5.034897086,0.170634309,12.18139375,1.939780308,0.437250418,10.33522532,46.91851027,10.85,0.98,75.62,8.2,1.15,7.951288803,31.29511642,23.36044126,6.580663383,30.81249014,0.882,0.469601263324122,0.499465873992708,-0.0298646106685864
"167","KS","Wyandotte County",20209,165429,14.4,0.00273972602739726,41,54.4,50.68,4.3,47084,9.165759013,18.4,21298,2.72,5.046381196,10.64960445,6.933754534,0.093699386,14.00671958,1.641077811,0.414954422,12.30674502,43.95839747,26.43,0.5,43.28,24.79,2.47,20.89658696,32.56224156,21.90960877,7.235732393,17.39583032,3.394,0.335928284972871,0.645398951131435,-0.309470666158564
"168","KY","Fayette County",21067,323152,10.2,0,42,56.7,58.06,3.3,55358,8.524836847,14.6,32965,2.38,5.185127267,4.294976664,3.494442573,0.156979262,15.44351152,1.651590242,1.634749555,9.116826252,55.58449213,6.92,0.2,73.05,14.31,3.21,9.134543127,20.03674956,20.25104116,7.635956385,42.94170978,3.42,0.384927278434655,0.592497645704719,-0.207570367270064
"169","KY","Hardin County",21093,110958,23,0,39,57,63.91,4.1,52278,5.468645923,13.4,27666,2.56,4.015093081,5.220037941,5.553586691,0.235568805,15.03887928,2.532885822,0.715045133,13.30025642,44.42035481,5.04,0.46,77.83,11.25,1.96,9.496780752,30.33011409,25.42499718,11.70930758,23.03880041,1.615,0.609550274820702,0.369853497067898,0.239696777752804
"170","KY","Jefferson County",21111,766757,16.3,0.00547945205479452,49,57.7,60.85,4,55860,6.508009263,15.4,31980,2.42,7.977295531,4.810121928,7.838610205,0.084577036,13.97674919,2.052175101,0.323861756,11.73545774,48.40800803,4.39,0.2,70.51,20.57,2.18,10.00094632,26.84419714,22.46517526,7.96861988,32.7210614,2.381,0.389639680417144,0.590638570826296,-0.200998890409152
"171","KY","Warren County",21227,132896,16.8,0,40,59.1,63.6,3.9,53478,6.791578947,16.5,27322,2.53,3.73834785,5.267818331,5.615571619,0.106257949,16.17535782,1.569719704,1.091558933,17.57764075,46.23991757,4.55,0.24,81.56,8.97,2.77,12.29549935,28.05363695,20.7549387,8.294924859,30.60100014,3.928,0.573834407321168,0.405750798722045,0.168083608599123
"172","LA","Caddo Parish",22017,240204,12.9,0,37,66,57.99,5.4,40467,10.18555041,22.4,25902,2.53,4.614579866,5.792001522,5.80816967,2.603071948,14.87279471,1.983926958,0.510723287,5.776784441,53.61548338,2.4,0.38,47.84,46.95,1.04,13.4424618,33.44402021,22.78930933,6.80904116,23.5151675,0.36,0.457726475522343,0.525297392100046,-0.0675709165777033
"173","LA","Calcasieu Parish",22019,203436,23.9,0,45,68.8,77.55,4.1,50531,6.792780796,14.9,27368,2.54,4.064174683,10.0611346,4.611168436,2.000465999,14.33611823,1.26596323,0.538117587,10.27194355,48.61254424,2.57,0.43,69.36,24.64,1.06,13.50623615,33.7939537,23.28439715,7.505313396,21.91009961,0.589,0.666150514740573,0.314312328369403,0.35183818637117
"174","LA","East Baton Rouge Parish",22033,440059,15.4,0.00547945205479452,42,68.9,70.57,4.4,52945,8.733818277,16.7,31073,2.62,5.769230769,7.66326794,4.766206947,0.556825725,14.27372963,1.867763109,0.348477026,7.408824397,51.47964452,3.7,0.21,46.95,45.12,2.79,9.74473975,27.34256805,22.6776396,5.579101349,34.65595124,1.555,0.424724519891249,0.555172877578273,-0.130448357687024
"175","LA","Jefferson Parish",22051,432493,14.4,0,38,70.5,65.4,4.2,50871,6.758435874,15.6,29776,2.56,6.730888336,10.04964316,6.405492191,1.124355639,14.2745524,1.564093036,0.43306749,5.358793319,49.19770555,12.42,0.38,56.01,25.9,3.82,14.60373969,31.17173466,22.39618163,5.68329334,26.14505068,2.725,0.546881532831268,0.436048582327224,0.110832950504044
"176","LA","Lafayette Parish",22055,244390,13.7,0,41,69,71.38,4.3,57821,7.312938932,15.3,30988,2.6,5.057802259,6.069864975,4.250830829,8.345959702,14.10358366,1.527720808,0.516495199,5.738370487,51.39671352,3.88,0.31,67.23,25.56,1.49,12.48748686,30.18669603,20.01413985,5.191075629,32.12060163,1.221,0.63323757214834,0.346530330681709,0.286707241466631
"177","LA","Livingston Parish",22063,140789,14.3,0,41,68.9,75.17,4.1,63088,5.171834361,11.3,28995,2.81,5.720074073,13.34894984,5.018913914,1.057279878,14.49169845,1.468795999,0.341874931,11.34360013,41.19909466,2.97,0.38,90.11,5.04,0.48,14.43502203,38.96475771,21.82929515,6.496696035,18.27422907,0.054,0.841284684960908,0.14179058715315,0.699494097807757
"178","LA","Orleans Parish",22071,390144,10.1,0,29,70,68.48,4.9,38855,12.2620098,23.8,30177,2.44,5.044428872,4.926138753,5.457042747,0.756271899,11.27456202,2.075402943,0.276944639,3.823966363,60.86110722,5.25,0.24,30.47,59.58,2.87,13.84605862,22.94266064,21.67092036,4.724334912,36.81602546,1.66,0.149950230290351,0.83148594919553,-0.681535718905179
"179","LA","Ouachita Parish",22073,153279,14.7,0,34,65.4,71.12,5.3,44371,11.39132365,21.3,23663,2.62,6.708389768,5.512742671,4.4587673,0.994815749,15.77070976,4.134946211,0.680335653,7.111609297,49.83731104,1.8,0.23,59.57,36.39,0.93,13.68270718,33.89832189,22.97377713,5.184075852,24.26111794,0.409,0.610921551051094,0.374649394211029,0.236272156840066
"180","LA","Rapides Parish",22079,129648,18.1,0,30,67,66.4,5.1,48116,7.42682086,19.4,24478,2.65,3.827222877,6.686878895,5.479759699,1.704938895,12.47169352,1.175303651,1.899575169,6.698107911,52.03900211,2.6,0.74,62.02,31.86,1.17,14.71218299,37.52332251,22.51744869,4.709418838,20.53762698,0.44,0.651439734986834,0.330841756561624,0.32059797842521
"181","LA","St. Tammany Parish",22103,260419,19,0,37,68.9,67.07,4.2,67054,4.527029465,11.8,34201,2.72,5.901120498,8.707896237,4.772114313,1.653947268,15.56786374,1.650544084,0.497715613,5.991304866,50.11358126,4.69,0.44,80.57,11.31,1.25,9.762465326,26.29431921,23.78610224,6.63884939,33.51826383,0.588,0.711341089144244,0.269402612233245,0.441938476910998
"182","ME","Androscoggin County",23001,108277,22.4,0,31,44,48.51,3,49935,4.959923206,12.3,27231,2.29,7.205906845,5.577453321,3.675123522,0.005551546,15.48141157,1.83386073,1.312015396,11.57312311,50.12490979,1.55,0.36,91.86,3.58,0.72,9.717245729,36.53931318,20.63287572,10.91428801,22.19627736,1.026,0.498543614901119,0.470420903810448,0.0281227110906706
"183","ME","Cumberland County",23005,295003,12.7,0,39,44.8,47.8,2.4,71586,4.251473117,8.2,38644,2.36,9.357004271,5.330300081,3.351041079,0.119015887,15.07224636,2.30345332,1.029611401,6.85829051,53.98610242,1.79,0.29,91.76,2.33,2.03,4.959723436,22.27936226,17.03839524,9.021759372,46.70075969,2.039,0.307506515624597,0.664511134621836,-0.357004618997239
"184","ME","Penobscot County",23019,152148,11.2,0,31,41.8,50.97,3.2,47840,6.860361818,14.7,27289,2.36,4.157552245,6.585771871,4.513874558,0.056406235,17.48042979,1.32485864,1.667423336,5.095821811,55.26022535,1.05,1.15,94.66,0.73,0.91,8.423346246,33.59002533,20.47079857,10.3806615,27.13516836,0.523,0.525689289190679,0.442282658410442,0.0834066307802367
"185","ME","York County",23031,207641,26.5,0.00432900432900433,38,45.3,45.18,2.7,65984,3.32953913,9,35052,2.36,7.092444211,7.311479706,3.435300285,0.08518047,15.03762917,2.033098697,0.805002247,12.54212221,47.77501123,1.26,0.27,95.58,0.53,1.06,6.995574297,30.58517625,20.62768186,10.42296785,31.36859974,0.288,0.42277821053687,0.54904788715014,-0.12626967661327
"186","MD","Anne Arundel County",24003,579234,12,0.0197183098591549,41,58.1,41.25,3.1,97051,3.056158802,7,44979,2.65,5.610228806,6.728233997,4.256637835,0.039036016,12.83257658,1.931255522,0.188674077,4.907922942,50.24791294,6.12,0.25,72.42,15.22,3.38,7.851810114,23.82691544,19.55691583,7.831320673,40.93303794,1.463,0.412835858496142,0.55818317469648,-0.145347316200338
"187","MD","Baltimore County",24005,827370,11.5,0.0246575342465753,43,55.6,48.71,3.7,75836,4.438057917,9.9,38580,2.58,7.716976585,5.828833494,4.934274104,0.029587987,12.7278454,1.965453639,0.233601932,5.254015257,53.26100184,4.19,0.26,62.68,25.7,4.95,8.853893599,26.22184986,19.38603993,6.909140947,38.62907566,2.903,0.352351710641744,0.622774334107757,-0.270422623466014
"188","MD","Cecil County",24015,102855,23.6,0.00831024930747922,39,55.9,45.71,4,72739,4.451120686,8.3,32976,2.74,6.517130006,9.249608655,6.63800107,0.214001229,14.08643272,1.53961995,1.050191214,9.259516119,45.28900073,3.37,0.24,87.38,6.01,1.07,11.0173458,37.70689435,21.73543052,6.745429532,22.7948998,0.481,0.620264632758839,0.354157009818381,0.266107622940458
"189","MD","Frederick County",24021,259547,12.5,0.00411522633744856,44,54.7,50.74,3.2,95196,3.185832714,6.2,41432,2.67,6.40450634,7.89217624,3.303737039,0.107945389,11.73868094,2.488065193,0.905372944,5.928634415,52.24100708,7.34,0.22,77.83,8.4,3.8,7.649241547,24.26217829,19.18188025,8.278564431,40.62813548,2.11,0.437331318888851,0.533427188133091,-0.0960958692442399
"190","MD","Harford County",24025,255441,10.4,0.0250696378830084,44,55.7,45.74,3.3,87959,3.942933134,7,39365,2.67,6.508706159,6.657423473,4.449900855,0.10534143,14.54099021,1.478652869,0.416718305,6.386324204,48.94116371,3.52,0.2,79.24,12.39,2.36,7.243025683,26.56814014,21.99836238,8.403778067,35.78669373,0.927,0.546137961750773,0.425782462580811,0.120355499169962
"191","MD","Howard County",24027,325690,11.8,0,30,55.7,46.92,2.7,116719,2.638820089,5.2,52586,2.77,6.19820779,4.299529767,3.069825215,0.038446751,9.76843226,2.26599237,0.269127259,4.68754621,57.82568834,5.83,0.18,59.21,17.12,14.32,4.483062053,13.95221894,14.45572229,5.730056326,61.37894038,3.786,0.26433667282123,0.707044607837782,-0.442707935016552
"192","MD","Montgomery County",24031,1050688,7.4,0,39,56.3,46.24,2.9,107758,3.201139131,6.9,52828,2.79,6.670226134,5.81685282,2.81431625,0.017977108,8.874579111,2.756429962,0.195411163,2.804608611,58.76285139,17.02,0.16,49.27,16.64,13.86,8.749816304,13.27860937,13.59477673,5.353291486,59.02350611,7.283,0.189645578490022,0.786088061108061,-0.596442482618039
"193","MD","Prince George's County",24033,909327,6.9,0.0164383561643836,43,57.9,44.59,3.8,82445,4.195077243,8.3,35869,2.87,4.795336718,8.470603893,6.261034848,0.01476512,10.09372732,2.053807425,0.088382762,2.04091394,52.60146861,14.94,0.25,14.92,63.52,4.03,13.4657302,25.65391136,22.15312915,6.06111682,32.66611247,5.214,0.0873003730684587,0.892558637652846,-0.805258264584388
"194","MD","Washington County",24043,151049,17.6,0,40,54.4,47.41,3.9,62556,5.281742571,11.1,29802,2.52,6.413061273,7.652810644,7.189951035,0.072926434,13.97359765,1.971990296,0.785819529,8.169248858,45.97193076,3.46,0.17,83.26,9.38,1.39,13.13570273,36.35650085,20.8182175,8.239607164,21.44997176,1.114,0.593458150754659,0.384248808628041,0.209209342126617
"195","MA","Barnstable County",25001,212990,10.2,0,36,50.8,53.34,3.9,69001,3.058797841,8,42578,2.24,5.89388532,9.696883179,3.612657626,0.051391863,15.30240305,1.749226743,0.93076374,3.94289793,54.00047585,2.17,0.55,91.4,1.79,1.05,4.504766052,24.31049499,19.15251367,9.213359462,42.81886582,1.433,0.367942790620323,0.611967403958091,-0.244024613337768
